SN92750,70.4865,22.1457
SN23550,61.2508,8.9228
SN53480,60.7192,7.2085
SN32890,59.497,8.1992
SN60945,62.4703,6.2108
SN69100,63.4597,10.9305
SN60810,62.5158,6.8717
SN11450,60.3943,11.2302
SN29950,58.9688,10.148
SN67560,62.9763,10.5608
SN26810,59.7688,9.9155
SN32220,59.5022,8.9837
SN75410,64.7977,10.5493
SN90510,69.6508,19.0065
SN79600,66.3643,14.3015
SN27330,59.2938,10.2983
SN49087,60.2178,6.4298
SN27420,59.1205,10.398
SN57000,61.391,5.76
SN68125,63.4223,10.3498
SN98360,70.6028,29.7
SN28380,59.6247,9.6377
SN30255,59.087234,9.6603635
SN55430,61.6595,7.2762
SN30650,59.5666,9.2111
SN91380,69.3875,20.2823
SN44610,59.0705,5.4122
SN64330,63.1093,7.8158
SN31520,59.8358,8.315
SN24890,60.567,9.1323
SN40510,59.3335,6.8817
SN91120,69.5599107,20.15185
SN12960,61.1638,10.7088
SN50570,60.404,5.3358
SN17850,59.6605,10.7818
SN27261,59.2625,10.4985
SN32061,59.3822,9.2118
SN27010,59.713,10.146
SN50310,60.3887,5.964
SN85040,68.368,15.943
SN51530,60.6252,6.4265
SN12700,61.104,10.5112
SN58860,61.8902,6.1065
SN50175,60.0167,5.2038
SN3190,59.2852,11.1128
SN45770,59.23,6.1498
SN17150,59.3742,10.798
SN18020,59.8775,10.8185
SN73466,64.4595,13.5978
SN55720,61.2168,7.0183
SN76750,65.9635,12.4783
SN90800,70.2452,19.4997
SN52535,60.7525,4.715
SN86520,68.648,15.2832
SN18980,59.9185,10.635
SN39750,58.6863,7.803
SN63705,62.6043,9.6667
SN27315,59.3808,10.2397
SN19940,59.7908,10.2598
SN62700,62.9087,7.2436
SN90100,69.414,18.6773
SN90450,69.6537,18.9368
SN35210,58.87,9.0263
SN68110,63.4182,10.2642
SN31550,59.8295,8.3265
SN27270,59.2782,10.4312
SN85560,68.155,13.615
SN48330,59.907,5.0668
SN46930,59.4927,5.7208
SN69010,63.3188,10.648
SN27318,59.3642255,10.3671766
SN91251,69.4722,20.5268
SN5660,60.2537,12.0913
SN62290,62.7413,7.2275
SN38730,58.6007,8.4167
SN12550,60.7733,10.8055
SN26950,59.6027,10.4047
SN64300,63.1257,7.7027
SN68050,63.4428,10.4428
SN49245,59.9333,6.5887
SN80700,66.8102,13.9793
SN13160,61.4648,10.1277
SN79220,66.2348,13.904
SN36200,58.3988,8.7893
SN31400,59.8655,8.6978
SN58100,61.8293,6.1043
SN76914,59.660088,10.7821181
SN15430,61.7195,8.2423
SN31660,60.018,7.913
SN27282,59.2632,10.3603
SN18920,59.9573,10.671
SN12290,60.8002,11.095
SN4260,59.9775,10.9777
SN51470,60.6455,6.222
SN16040,61.7782,9.5413
SN94230,70.4107,22.8177
SN61420,62.4458,7.8355
SN17000,59.1513,10.8288
SN17380,59.398,10.7543
SN26630,59.7323,9.8728
SN44080,58.6592,5.5553
SN64760,62.9853,8.6895
SN98790,70.0653,29.8352
SN12320,60.818,11.0697
SN53680,60.8625,7.1603
SN24710,60.383,9.605
SN46610,59.6479,6.3499
SN80102,66.3705,12.611
SN4200,59.9708,11.0383
SN42160,58.109,6.5675
SN34130,58.8565,9.5745
SN27500,59.0272,10.5242
SN68860,63.4107,10.4538
SN89980,69.0935,19.6278
SN49490,60.3185,6.6538
SN50540,60.383,5.3327
SN18950,59.9847,10.6693
SN65451,63.5187,9.1125
SN92860,70.1728,22.3413
SN48120,59.7933,5.3407
SN28750,59.8685,9.3995
SN79764,66.4993,14.954
SN69150,63.4882,10.8795
SN64700,62.722,8.7753
SN85380,68.1535,14.6485
SN68863,63.4107,10.4535
SN50480,60.2913,5.2777
SN58070,61.7873,6.1835
SN51440,60.647,6.1105
SN57810,61.7707,5.2983
SN65310,63.5185,7.9533
SN52310,60.8562,5.9733
SN40880,59.5766,7.3897
SN19527,59.96,10.5315
SN53530,60.6563,7.2755
SN68262,63.3064,10.4657
SN21680,60.9345,10.0358
SN32240,59.4175,9.0287
SN94280,70.6807,23.6772
SN27162,59.3563,10.46
SN92650,70.2368,22.0705
SN25110,60.8548,8.593
SN4780,60.2065,11.0802
SN60890,62.4654,6.4013
SN93000,70.607,22.4428
SN52860,61.0272,5.3813
SN10800,62.6793,11.8153
SN25541,60.68108,8.00375
SN41825,58.134,7.0452
SN90560,69.6988,18.8772
SN4735,60.1705,11.1105
SN13420,61.6513,10.1082
SN27470,59.1845,10.2553
SN75550,65.2023,10.9965
SN60800,62.4775,6.8167
SN90721,69.9997,18.7053
SN63420,62.6785,8.5473
SN16560,62.07165,9.1147
SN55740,61.3648,6.9077
SN8880,62.1093,10.6268
SN27120,59.4283,10.3847
SN50070,60.3632,6.2805
SN17870,59.6703,10.8107
SN43350,58.4353,5.8718
SN99460,69.4552,30.041
SN91430,69.2235,20.5795
SN9580,62.2695,10.732
SN60190,62.3065,6.849
SN99370,69.7255,29.8977
SN80610,66.7628,12.486
SN72580,64.4708,11.5705
SN84701,68.4372,17.4212
SN77425,65.1662,13.3667
SN51990,60.8655,6.4733
SN56960,61.4202,6.3758
SN45530,59.0512,6.1212
SN11500,60.7002,10.8695
SN38140,58.34,8.5225
SN50539,60.3837,5.332
SN69380,63.4115,11.7277
SN60875,62.4848,6.4797
SN15890,62.0162,7.6637
SN4460,60.1173,10.829
SN66150,63.3153,9.8495
SN180,61.2943,12.2718
SN31250,59.9958,8.3755
SN18420,59.946,10.7903
SN39100,58.0732,8.0532
SN90760,70.10426,20.11451
SN55770,61.1792,6.8608
SN76450,65.7017,11.8562
SN30810,59.7238,9.0245
SN80200,66.3892,13.1848
SN54110,61.1033,7.5025
SN19461,59.9682,10.5472
SN66760,62.6597,9.8203
SN46430,59.8315,6.733
SN19470,59.9603,10.5357
SN98090,70.8708,29.0348
SN47498,59.6625,5.9538
SN33950,59.8118,7.2143
SN42940,58.923,6.9097
SN7950,61.1847,11.3747
SN57340,61.4573,6.096
SN18315,59.919,10.7623
SN32060,59.3822,9.2128
SN62295,62.756,7.2088
SN50865,60.3828,5.542
SN68010,63.4465,10.3364
SN88690,69.6005,17.8312
SN82410,67.4048,13.8958
SN210,61.3188,12.1887
SN44190,58.7345,5.7262
SN33890,59.7662,7.3653
SN64870,63.0493,9.0878
SN98550,70.3707,31.0962
SN93140,69.9775,23.3582
SN20540,60.3558,10.5592
SN86600,68.58,15.0293
SN46460,59.8222,6.818
SN67140,63.3403,10.2973
SN59110,62.034,4.986
SN20280,60.1403,10.2662
SN71850,64.1727,9.4052
SN18701,59.9423,10.7202
SN17050,59.3188,10.8145
SN4920,60.1268,11.3933
SN23420,60.9785,9.224
SN39040,58.2,8.0767
SN87120,69.2413,16.003
SN98580,70.3545,31.044
SN12648,61.1145,10.4675
SN81650,66.9368,15.3155
SN9050,62.063,9.9907
SN85840,67.6527,12.7228
SN37150,59.0523,8.6537
SN61060,62.6512,6.7552
SN26500,59.9202,9.9728
SN3290,59.3882,11.3905
SN27272,59.2937,10.4275
SN26590,59.7445,10.2312
SN20301,60.1665,10.2478
SN95350,70.06,24.9793
SN82000,67.1658,15.4857
SN55820,61.4233,6.7642
SN96400,71.0888,28.217
SN13150,61.4582,10.1872
SN76240,65.22,11.9927
SN19825,59.5513,10.5813
SN50500,60.2892,5.2265
SN69655,63.5652,10.6932
SN27281,59.3173,10.3957
SN76330,65.4567,12.2182
SN12980,61.1478,10.4548
SN25630,60.53,8.1948
SN14200,61.7247,9.1542
SN89940,68.7817,19.7017
SN62980,62.93,7.925
SN99540,69.147,29.244
SN96310,71.033,27.8298
SN84880,68.3995,17.966
SN9310,62.2207,9.5423
SN49800,60.4085,7.2798
SN27460,59.2173,10.4103
SN84970,68.4912,16.6833
SN55928,61.2028,6.5285
SN45350,59.0552,6.6467
SN27400,59.23662,10.45604
SN90490,69.6767,18.9133
SN76530,65.8295,12.4255
SN86740,68.6072,14.4347
SN47300,59.3065,4.8723
SN57770,61.5717,4.6817
SN85080,68.5172,15.8768
SN78800,65.8255,14.1942
SN17280,59.4352,10.578
SN87000,68.7183,15.3112
SN91522,69.5417,20.5507
SN49085,60.2263,6.4347
SN31680,60.0825,7.4247
SN5590,60.1903,12.0067
SN94680,71.0105,25.9782
SN75220,64.835,11.1408
SN27212,59.4126351,10.2062071
SN7420,61.3763,11.4992
SN67280,62.9535,10.1788
SN60650,62.288,7.2173
SN49220,60.0447,6.5395
SN17980,59.8427,10.8236
SN26790,59.7498,10.0275
SN700,61.887,12.0462
SN82290,67.267,14.3637
SN50503,60.35,5.3967
SN18500,60.0513,10.6878
SN77230,65.7842,13.218
SN62480,62.8585,6.5378
SN74350,64.7422,12.846
SN79700,66.3962,14.53
SN4785,60.2105,11.0782
SN63820,62.4473,9.5827
SN92350,69.8362,21.8958
SN27403,59.2084,10.45442
SN60850,62.4317,6.4325
SN49420,60.128,6.6293
SN16610,62.1133,9.2862
SN41480,58.6172,7.4128
SN27161,59.3845,10.3985
SN91740,69.7887,20.9553
SN29350,60.255,8.7057
SN60500,62.2305,7.4218
SN13030,61.2247,10.2588
SN60240,62.191,6.9933
SN89820,69.0222,19.3537
SN31620,59.8397,8.1785
SN84500,68.432,17.662
SN55700,61.158,7.1413
SN2650,59.9119,11.5801
SN71320,63.5858,9.9705
SN36330,58.5158,8.7028
SN18270,59.9683,10.9185
SN26820,59.7613,9.8922
SN57710,61.5832,5.0278
SN27780,59.0467,10.125
SN30875,59.8103,8.9863
SN87640,68.8029,16.5362
SN26802,59.7328,10.0258
SN80705,66.8275,13.948
SN28922,60.0435,9.1468
SN45870,59.16,6.0365
SN31210,60.1,8.2667
SN39150,58.1502,8.052
SN3720,59.5873,11.0962
SN47350,59.4382,5.078
SN18210,59.923,10.804
SN30860,59.8861,9.058
SN27433,59.1745,10.3655
SN12710,61.1431,10.5143
SN81775,66.7435,15.4628
SN37230,59.0257,8.5187
SN65940,63.8467,8.4667
SN27406,59.169,10.4238
SN46220,59.4128,6.4697
SN68120,63.3628,10.3597
SN26060,59.8387,9.8948
SN58960,62.0033,6.6502
SN44300,58.7605,5.6508
SN41770,57.9815,7.048
SN3810,59.5872,11.166
SN98400,70.7057,30.07
SN53101,61.1724,6.6452
SN49360,60.1173,6.5742
SN90720,69.9903,18.6938
SN71000,64.0217,11.4493
SN44560,58.8843,5.637
SN27316,59.3710376,10.26922
SN26975,59.591,10.4053
SN90400,69.6538,18.9095
SN82110,67.2763,15.1018
SN70680,63.9425,11.4255
SN71550,63.7045,9.6105
SN78360,66.1317,13.5867
SN16400,62.0172,9.2143
SN31500,59.8247,8.3477
SN9160,62.1282,9.9947
SN35860,58.6361,9.1479
SN94500,71.0937,23.9817
SN6020,60.6142,12.0125
SN69020,63.4248,10.5337
SN60990,62.5617,6.115
SN71990,64.4013,10.455
SN26996,59.6473,10.1052
SN61340,62.5643,7.672
SN54710,61.178,8.1125
SN26350,60.1358,9.4391
SN58900,61.9157,6.5585
SN10380,62.5773,11.3518
SN25112,60.8705,8.5175
SN13655,61.5308,9.4023
SN89350,69.0577,18.5437
SN82720,67.3335,15.8282
SN74780,64.9608,13.5403

